task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
22	35/40e904	829854	RNA_SEQC (20)	COMPLETED	0	2022-01-18 22:08:59.846	2m 58s	2m 45s	94.5%	284.1 MB	302.3 MB	1.1 GB	20.6 MB
72	a4/0eb10a	829905	RNA_SEQC (70)	COMPLETED	0	2022-01-18 22:09:20.771	2m 37s	2m 27s	95.1%	294.7 MB	312.7 MB	876.4 MB	18.1 MB
89	7e/8ff39b	829925	RNA_SEQC (87)	COMPLETED	0	2022-01-18 22:09:27.111	2m 31s	2m 18s	96.7%	327.4 MB	345.5 MB	1.4 GB	18.4 MB
29	1b/6e05a9	829860	RNA_SEQC (27)	COMPLETED	0	2022-01-18 22:09:02.089	3m	2m 52s	94.2%	292.7 MB	311.4 MB	1.2 GB	19.8 MB
15	05/7c4582	829845	RNA_SEQC (13)	COMPLETED	0	2022-01-18 22:08:55.194	3m 12s	3m 3s	94.5%	290.1 MB	308.1 MB	1.2 GB	20 MB
25	fc/192a8b	829856	RNA_SEQC (23)	COMPLETED	0	2022-01-18 22:09:00.445	3m 7s	2m 57s	95.5%	291.7 MB	309.6 MB	1 GB	19.8 MB
11	0a/6d8bc3	829840	RNA_SEQC (9)	COMPLETED	0	2022-01-18 22:08:53.638	3m 24s	3m 13s	94.6%	288.4 MB	306.3 MB	1.2 GB	19.2 MB
17	9d/68f983	829848	RNA_SEQC (15)	COMPLETED	0	2022-01-18 22:08:57.171	3m 20s	3m 9s	92.9%	291.4 MB	310 MB	1.4 GB	20.1 MB
98	39/5cf9d2	829934	RNA_SEQC (96)	COMPLETED	0	2022-01-18 22:09:33.161	2m 44s	2m 6s	78.3%	300.2 MB	318.7 MB	1.3 GB	19.2 MB
68	21/7cc76d	829902	RNA_SEQC (66)	COMPLETED	0	2022-01-18 22:09:19.640	3m 3s	2m 52s	92.5%	296.2 MB	314.2 MB	1 GB	19.2 MB
14	e4/c4d43e	829846	RNA_SEQC (12)	COMPLETED	0	2022-01-18 22:08:55.761	3m 32s	3m 18s	92.1%	283.1 MB	301.7 MB	1.1 GB	20.6 MB
53	0a/c33247	829883	RNA_SEQC (51)	COMPLETED	0	2022-01-18 22:09:11.581	3m 21s	3m 11s	91.3%	289.1 MB	307.7 MB	1.1 GB	20.1 MB
32	a7/f1a0db	829864	RNA_SEQC (30)	COMPLETED	0	2022-01-18 22:09:04.498	3m 38s	3m 14s	84.2%	302.8 MB	321.4 MB	1.1 GB	19.4 MB
86	59/322c41	829921	RNA_SEQC (84)	COMPLETED	0	2022-01-18 22:09:25.957	3m 17s	2m 7s	79.6%	283.2 MB	301 MB	893.9 MB	18.4 MB
18	2e/cf2bd0	829849	RNA_SEQC (16)	COMPLETED	0	2022-01-18 22:08:58.551	3m 49s	3m 36s	93.4%	284.7 MB	303.2 MB	1.5 GB	20.7 MB
57	0f/92f6a3	829888	RNA_SEQC (55)	COMPLETED	0	2022-01-18 22:09:14.452	3m 33s	2m 13s	86.0%	299.1 MB	316.9 MB	1.1 GB	20.1 MB
71	aa/53cb44	829904	RNA_SEQC (69)	COMPLETED	0	2022-01-18 22:09:20.257	3m 32s	3m 25s	95.3%	296.3 MB	314.3 MB	1.3 GB	18.5 MB
77	62/09332d	829912	RNA_SEQC (75)	COMPLETED	0	2022-01-18 22:09:22.085	3m 35s	2m 47s	78.4%	300.9 MB	319.3 MB	1.4 GB	18.7 MB
27	0a/8cbf80	829857	RNA_SEQC (25)	COMPLETED	0	2022-01-18 22:09:00.945	4m 6s	3m 55s	96.7%	307.4 MB	325.5 MB	2.3 GB	20.5 MB
95	ee/589db3	829931	RNA_SEQC (93)	COMPLETED	0	2022-01-18 22:09:31.000	3m 37s	3m 26s	96.7%	364 MB	381.9 MB	2.2 GB	19.3 MB
54	a0/f9beed	829885	RNA_SEQC (52)	COMPLETED	0	2022-01-18 22:09:11.856	4m 1s	2m 39s	75.1%	300 MB	317.9 MB	984.4 MB	19.6 MB
75	12/0856a8	829908	RNA_SEQC (73)	COMPLETED	0	2022-01-18 22:09:21.505	3m 56s	2m 44s	85.7%	328.2 MB	346.8 MB	1.4 GB	19.3 MB
73	e5/eb7849	829906	RNA_SEQC (71)	COMPLETED	0	2022-01-18 22:09:20.917	4m 2s	3m 55s	95.9%	325.7 MB	343.6 MB	1.7 GB	19.1 MB
66	b5/6adb1f	829899	RNA_SEQC (64)	COMPLETED	0	2022-01-18 22:09:18.666	4m 9s	3m 26s	88.7%	308.5 MB	326.6 MB	1.1 GB	20.2 MB
69	d6/cff7a3	829900	RNA_SEQC (67)	COMPLETED	0	2022-01-18 22:09:19.443	4m 9s	2m 51s	80.0%	291.5 MB	309.4 MB	1.1 GB	18.6 MB
74	bf/b9fa40	829907	RNA_SEQC (72)	COMPLETED	0	2022-01-18 22:09:21.090	4m 8s	2m 53s	81.7%	335.3 MB	353.7 MB	1.5 GB	18.2 MB
85	92/ad59c1	829920	RNA_SEQC (83)	COMPLETED	0	2022-01-18 22:09:25.773	4m 4s	2m 58s	79.1%	314.9 MB	332.9 MB	840.5 MB	18.6 MB
58	74/af9d01	829889	RNA_SEQC (56)	COMPLETED	0	2022-01-18 22:09:14.591	4m 19s	2m 57s	84.7%	319.9 MB	337.7 MB	1.9 GB	19.6 MB
20	85/47a192	829852	RNA_SEQC (18)	COMPLETED	0	2022-01-18 22:08:59.536	4m 43s	3m 28s	83.7%	291.2 MB	308.9 MB	1.1 GB	20.5 MB
83	a6/4e54dc	829919	RNA_SEQC (81)	COMPLETED	0	2022-01-18 22:09:25.205	4m 18s	4m 3s	95.9%	309.9 MB	328.2 MB	1.4 GB	18.5 MB
65	ca/72f4d3	829897	RNA_SEQC (63)	COMPLETED	0	2022-01-18 22:09:17.113	4m 40s	3m 20s	84.7%	294 MB	312.2 MB	1.2 GB	19.8 MB
81	f9/84a642	829916	RNA_SEQC (79)	COMPLETED	0	2022-01-18 22:09:24.513	4m 43s	4m 25s	96.0%	319.7 MB	337.6 MB	1.6 GB	19.1 MB
19	d0/a5e40c	829850	RNA_SEQC (17)	COMPLETED	0	2022-01-18 22:08:58.693	5m 19s	5m 8s	94.6%	368.8 MB	387.4 MB	2.4 GB	20 MB
37	ac/dabcc6	829868	RNA_SEQC (35)	COMPLETED	0	2022-01-18 22:09:06.120	5m 21s	5m 5s	96.7%	725.9 MB	743.9 MB	3.1 GB	20 MB
88	20/bc2c74	829922	RNA_SEQC (86)	COMPLETED	0	2022-01-18 22:09:26.550	5m 1s	3m 52s	76.5%	323.7 MB	341.5 MB	1.3 GB	18.2 MB
16	9e/0684af	829847	RNA_SEQC (14)	COMPLETED	0	2022-01-18 22:08:57.005	5m 35s	5m 23s	92.7%	290.2 MB	308.7 MB	1.7 GB	20.8 MB
60	3c/457fa1	829891	RNA_SEQC (58)	COMPLETED	0	2022-01-18 22:09:15.307	5m 22s	4m 3s	66.8%	303.1 MB	321 MB	1.4 GB	19.6 MB
76	d4/69f53a	829910	RNA_SEQC (74)	COMPLETED	0	2022-01-18 22:09:21.710	5m 26s	4m 34s	85.4%	328 MB	346.4 MB	1.5 GB	18.1 MB
108	32/6b486a	830110	RNA_SEQC (106)	COMPLETED	0	2022-01-18 22:11:08.317	3m 44s	2m 35s	82.3%	304.2 MB	322.4 MB	1.2 GB	18.6 MB
56	fa/c5d478	829887	RNA_SEQC (54)	COMPLETED	0	2022-01-18 22:09:12.199	5m 45s	4m 22s	69.6%	323.7 MB	341.6 MB	1.4 GB	19.5 MB
64	51/d63c5b	829896	RNA_SEQC (62)	COMPLETED	0	2022-01-18 22:09:16.919	5m 45s	4m 26s	68.0%	320.6 MB	338.6 MB	1.3 GB	18.9 MB
24	c8/89595c	829855	RNA_SEQC (22)	COMPLETED	0	2022-01-18 22:09:00.279	6m 9s	5m 59s	94.7%	369.8 MB	387.8 MB	2.6 GB	20.1 MB
52	87/c5a522	829884	RNA_SEQC (50)	COMPLETED	0	2022-01-18 22:09:11.728	6m 3s	4m 41s	77.4%	325 MB	342.8 MB	1.9 GB	19.4 MB
111	46/4c1df9	830145	RNA_SEQC (109)	COMPLETED	0	2022-01-18 22:11:28.398	3m 49s	3m 1s	85.1%	292.1 MB	310.2 MB	1.4 GB	19.2 MB
59	e2/c16bbd	829890	RNA_SEQC (57)	COMPLETED	0	2022-01-18 22:09:15.131	6m 9s	4m 47s	85.5%	307 MB	325 MB	1.4 GB	20.3 MB
87	67/6226ea	829923	RNA_SEQC (85)	COMPLETED	0	2022-01-18 22:09:26.746	5m 58s	4m 46s	85.2%	335.8 MB	354.6 MB	1.3 GB	18.7 MB
97	6a/63d655	829933	RNA_SEQC (95)	COMPLETED	0	2022-01-18 22:09:32.997	5m 53s	5m 11s	86.2%	361.3 MB	379.8 MB	1.9 GB	18.6 MB
49	52/e4f589	829880	RNA_SEQC (47)	COMPLETED	0	2022-01-18 22:09:10.858	6m 18s	4m 52s	87.3%	337.1 MB	355.1 MB	2 GB	20.1 MB
33	5b/248077	829863	RNA_SEQC (31)	COMPLETED	0	2022-01-18 22:09:03.732	6m 40s	5m 12s	86.5%	346.1 MB	364.5 MB	2.4 GB	19.7 MB
90	62/d317bb	829924	RNA_SEQC (88)	COMPLETED	0	2022-01-18 22:09:26.937	6m 17s	5m 11s	88.9%	337.9 MB	355.7 MB	1.5 GB	18.7 MB
2	c2/dbfde8	829822	AGGREGATE_FEATURE_COUNTS_FRAGMENT_COUNTS	COMPLETED	0	2022-01-18 22:08:50.280	6m 59s	5m 43s	6.4%	11.6 MB	46.2 MB	5.1 GB	46.6 MB
35	48/d72d60	829866	RNA_SEQC (33)	COMPLETED	0	2022-01-18 22:09:05.437	6m 54s	6m 27s	86.8%	325.3 MB	343.7 MB	2.3 GB	20.8 MB
61	b3/664b20	829892	RNA_SEQC (59)	COMPLETED	0	2022-01-18 22:09:15.581	6m 48s	5m 28s	89.0%	317.8 MB	335.7 MB	1.7 GB	20.4 MB
34	4b/880fbe	829865	RNA_SEQC (32)	COMPLETED	0	2022-01-18 22:09:04.687	7m 9s	6m 45s	88.5%	382.4 MB	401.1 MB	2.6 GB	20.6 MB
82	fc/30cb65	829915	RNA_SEQC (80)	COMPLETED	0	2022-01-18 22:09:24.280	6m 55s	5m 5s	30.9%	289.9 MB	308.4 MB	797.9 MB	18.6 MB
55	1f/a8049c	829886	RNA_SEQC (53)	COMPLETED	0	2022-01-18 22:09:11.999	7m 17s	5m 52s	84.7%	340.1 MB	357.9 MB	2.2 GB	20 MB
158	90/90652d	830456	RNA_SEQC (156)	COMPLETED	0	2022-01-18 22:15:14.778	1m 16s	50.8s	90.6%	280.9 MB	299 MB	500.9 MB	18.3 MB
92	f7/9a7bf0	829927	RNA_SEQC (90)	COMPLETED	0	2022-01-18 22:09:28.639	7m 6s	5m 59s	88.1%	372.6 MB	390.6 MB	2 GB	18.5 MB
67	05/ab530d	829898	RNA_SEQC (65)	COMPLETED	0	2022-01-18 22:09:18.494	7m 26s	6m 44s	90.8%	363.5 MB	381.4 MB	2.7 GB	20.3 MB
102	2c/1f6d8d	830042	RNA_SEQC (100)	COMPLETED	0	2022-01-18 22:10:43.600	6m 6s	5m 50s	96.3%	360.6 MB	378.6 MB	2.7 GB	18.7 MB
135	e2/830259	830194	RNA_SEQC (133)	COMPLETED	0	2022-01-18 22:13:07.901	3m 41s	3m 27s	91.0%	280.4 MB	298.6 MB	1.7 GB	19 MB
63	32/918960	829895	RNA_SEQC (61)	COMPLETED	0	2022-01-18 22:09:16.345	7m 43s	7m 30s	93.3%	402.4 MB	420.1 MB	2.5 GB	19.8 MB
131	28/4c8230	830179	RNA_SEQC (129)	COMPLETED	0	2022-01-18 22:12:47.938	4m 11s	4m 1s	91.8%	293.1 MB	311.9 MB	1.4 GB	18.8 MB
116	53/4bdd2d	830156	RNA_SEQC (114)	COMPLETED	0	2022-01-18 22:11:59.060	5m 5s	4m 23s	95.9%	330.2 MB	348.7 MB	2.3 GB	18.9 MB
48	a4/5e583d	829879	RNA_SEQC (46)	COMPLETED	0	2022-01-18 22:09:10.669	8m 3s	6m 38s	87.6%	323.1 MB	341.7 MB	1.9 GB	20.6 MB
115	56/8346a7	830149	RNA_SEQC (113)	COMPLETED	0	2022-01-18 22:11:52.670	5m 24s	5m 13s	96.1%	338.1 MB	356.2 MB	2.8 GB	19.7 MB
159	16/fc6f2a	830466	RNA_SEQC (157)	COMPLETED	0	2022-01-18 22:15:24.545	1m 52s	1m 27s	93.7%	280.6 MB	298.6 MB	1.2 GB	18.5 MB
38	b8/cec6c9	829869	RNA_SEQC (36)	COMPLETED	0	2022-01-18 22:09:06.571	8m 28s	8m 19s	94.1%	481.2 MB	499.7 MB	4.8 GB	20.1 MB
45	a1/76e5ad	829876	RNA_SEQC (43)	COMPLETED	0	2022-01-18 22:09:09.508	8m 30s	7m 1s	89.5%	351.3 MB	369.4 MB	2.8 GB	20.1 MB
21	88/b9b257	829851	RNA_SEQC (19)	COMPLETED	0	2022-01-18 22:08:58.866	9m	7m 44s	89.6%	307.7 MB	325.6 MB	3.1 GB	20.3 MB
145	ce/182ef8	830272	RNA_SEQC (143)	COMPLETED	0	2022-01-18 22:13:44.390	4m 15s	4m 3s	94.3%	329.9 MB	347.8 MB	2.6 GB	20.1 MB
96	d7/e01c05	829932	RNA_SEQC (94)	COMPLETED	0	2022-01-18 22:09:31.601	8m 32s	7m 54s	89.6%	423.2 MB	441.7 MB	2.8 GB	18.5 MB
146	dc/e2c6c9	830323	RNA_SEQC (144)	COMPLETED	0	2022-01-18 22:13:57.905	4m 16s	3m 57s	96.2%	319 MB	337 MB	2.4 GB	20.1 MB
50	f6/5af0c6	829881	RNA_SEQC (48)	COMPLETED	0	2022-01-18 22:09:11.035	9m 13s	7m 46s	85.6%	345.9 MB	364.3 MB	2.4 GB	20.7 MB
136	f1/9136de	830198	RNA_SEQC (134)	COMPLETED	0	2022-01-18 22:13:17.770	5m 10s	4m 56s	96.4%	779.6 MB	797.8 MB	2.7 GB	20.2 MB
165	b6/478658	830481	RNA_SEQC (163)	COMPLETED	0	2022-01-18 22:15:45.142	2m 43s	2m 18s	91.4%	307.1 MB	325 MB	1.3 GB	18.8 MB
91	c7/dc64df	829926	RNA_SEQC (89)	COMPLETED	0	2022-01-18 22:09:28.501	9m 10s	9m 3s	93.5%	404.5 MB	422.5 MB	2.9 GB	19.7 MB
46	6c/9c22eb	829878	RNA_SEQC (44)	COMPLETED	0	2022-01-18 22:09:10.153	9m 34s	8m 11s	89.2%	346.9 MB	365.4 MB	2.5 GB	20.3 MB
109	de/03fc9b	830138	RNA_SEQC (107)	COMPLETED	0	2022-01-18 22:11:23.487	7m 22s	7m 8s	95.2%	382.1 MB	400.2 MB	3.4 GB	19.3 MB
122	43/7363f9	830161	RNA_SEQC (120)	COMPLETED	0	2022-01-18 22:12:07.754	6m 38s	6m 26s	95.2%	363.1 MB	381.1 MB	2.2 GB	19 MB
137	7e/154028	830197	RNA_SEQC (135)	COMPLETED	0	2022-01-18 22:13:13.131	5m 32s	5m	95.3%	419.1 MB	437.1 MB	2.3 GB	20.6 MB
36	8c/1af49f	829867	RNA_SEQC (34)	COMPLETED	0	2022-01-18 22:09:05.922	9m 48s	9m 38s	92.4%	676.3 MB	694.9 MB	2.8 GB	20.7 MB
144	5c/094856	830268	RNA_SEQC (142)	COMPLETED	0	2022-01-18 22:13:42.768	5m 11s	4m 54s	95.5%	314.4 MB	332.4 MB	1.6 GB	20 MB
47	af/fe31e0	829877	RNA_SEQC (45)	COMPLETED	0	2022-01-18 22:09:09.994	9m 54s	8m 29s	90.9%	385.5 MB	404 MB	3.5 GB	20.1 MB
142	23/67969a	830239	RNA_SEQC (140)	COMPLETED	0	2022-01-18 22:13:32.555	5m 33s	5m 16s	93.9%	933.7 MB	951.7 MB	2.3 GB	19 MB
153	e8/9aa118	830423	RNA_SEQC (151)	COMPLETED	0	2022-01-18 22:14:47.700	4m 19s	4m 2s	94.5%	317.8 MB	335.8 MB	1.9 GB	18.7 MB
127	d9/0bad6e	830171	RNA_SEQC (125)	COMPLETED	0	2022-01-18 22:12:32.683	6m 41s	6m 21s	94.1%	374.7 MB	392.8 MB	2.4 GB	18.7 MB
126	02/dcdd6f	830169	RNA_SEQC (124)	COMPLETED	0	2022-01-18 22:12:27.695	6m 51s	6m 34s	95.2%	389.9 MB	407.8 MB	2.9 GB	18.8 MB
149	c8/296dcd	830362	RNA_SEQC (147)	COMPLETED	0	2022-01-18 22:14:27.996	4m 56s	4m 9s	93.9%	346.4 MB	364.3 MB	1.2 GB	18.3 MB
124	6d/5e5657	830166	RNA_SEQC (122)	COMPLETED	0	2022-01-18 22:12:18.160	7m 11s	7m 1s	96.6%	382.2 MB	400.8 MB	4.1 GB	19.3 MB
117	03/b1dadf	830157	RNA_SEQC (115)	COMPLETED	0	2022-01-18 22:11:59.309	7m 45s	7m 38s	96.4%	407.1 MB	425.1 MB	3.6 GB	19.1 MB
4	7a/4a7158	829817	RNA_SEQC (2)	COMPLETED	0	2022-01-18 22:08:49.302	11m	10m 43s	93.8%	388.2 MB	406.7 MB	4.9 GB	21.2 MB
155	b8/24a60a	830437	RNA_SEQC (153)	COMPLETED	0	2022-01-18 22:14:52.868	4m 57s	4m 25s	95.6%	479.2 MB	497.2 MB	2.3 GB	18.7 MB
148	aa/dd5c91	830356	RNA_SEQC (146)	COMPLETED	0	2022-01-18 22:14:07.680	5m 46s	5m 38s	96.6%	456.3 MB	474.3 MB	3.5 GB	18.5 MB
31	ae/e0e13b	829861	RNA_SEQC (29)	COMPLETED	0	2022-01-18 22:09:02.246	11m 2s	10m 51s	92.7%	332.7 MB	351.1 MB	3.7 GB	20.9 MB
3	b4/76d075	829819	RNA_SEQC (1)	COMPLETED	0	2022-01-18 22:08:49.503	11m 24s	9m 36s	91.8%	346.1 MB	364.5 MB	3.2 GB	19.9 MB
113	29/13c222	830147	RNA_SEQC (111)	COMPLETED	0	2022-01-18 22:11:33.984	8m 50s	8m 37s	92.7%	323.6 MB	341.9 MB	2.5 GB	19.1 MB
152	64/190dee	830381	RNA_SEQC (150)	COMPLETED	0	2022-01-18 22:14:37.614	5m 56s	5m 46s	92.8%	313.6 MB	332.1 MB	1.8 GB	18.9 MB
107	b7/1046a9	830108	RNA_SEQC (105)	COMPLETED	0	2022-01-18 22:11:08.063	9m 31s	8m 23s	90.5%	324.1 MB	342.2 MB	2.6 GB	20 MB
128	74/3b210e	830175	RNA_SEQC (126)	COMPLETED	0	2022-01-18 22:12:42.914	7m 57s	7m 35s	87.1%	374 MB	391.9 MB	2.3 GB	18.8 MB
139	04/fff7da	830210	RNA_SEQC (137)	COMPLETED	0	2022-01-18 22:13:22.732	7m 27s	6m	93.9%	467.8 MB	486.4 MB	2.9 GB	20 MB
103	3e/f00a35	830044	RNA_SEQC (101)	COMPLETED	0	2022-01-18 22:10:43.870	10m 21s	9m 45s	91.7%	364.1 MB	382.7 MB	2.7 GB	19.5 MB
130	12/328c77	830178	RNA_SEQC (128)	COMPLETED	0	2022-01-18 22:12:47.758	8m 17s	8m 7s	94.1%	442.3 MB	460.7 MB	3.3 GB	18.5 MB
125	bf/f76062	830167	RNA_SEQC (123)	COMPLETED	0	2022-01-18 22:12:22.733	8m 57s	8m 43s	93.4%	344.3 MB	362.7 MB	2.9 GB	19.3 MB
26	a4/8530dc	829858	RNA_SEQC (24)	COMPLETED	0	2022-01-18 22:09:01.244	12m 28s	12m 18s	96.5%	409.5 MB	427.6 MB	4.5 GB	20.5 MB
141	2b/629780	830231	RNA_SEQC (139)	COMPLETED	0	2022-01-18 22:13:31.014	7m 58s	6m 53s	92.5%	500.7 MB	518.7 MB	3.2 GB	20.5 MB
160	45/1ede00	830459	RNA_SEQC (158)	COMPLETED	0	2022-01-18 22:15:17.329	6m 12s	5m 55s	92.4%	319.2 MB	337.1 MB	2.8 GB	19.4 MB
164	8e/297b85	830479	RNA_SEQC (162)	COMPLETED	0	2022-01-18 22:15:44.922	5m 54s	5m 43s	92.2%	336 MB	354 MB	2.3 GB	19.2 MB
43	43/43cfe9	829875	RNA_SEQC (41)	COMPLETED	0	2022-01-18 22:09:09.313	12m 40s	11m 13s	89.9%	477.6 MB	496.2 MB	3.9 GB	19.9 MB
156	de/fea594	830450	RNA_SEQC (154)	COMPLETED	0	2022-01-18 22:15:01.835	6m 53s	6m 42s	92.2%	338 MB	356.4 MB	2.5 GB	19.1 MB
106	2b/322bab	830099	RNA_SEQC (104)	COMPLETED	0	2022-01-18 22:11:03.452	10m 56s	10m 36s	92.9%	509.8 MB	528.4 MB	3 GB	18.6 MB
118	00/3f56ae	830158	RNA_SEQC (116)	COMPLETED	0	2022-01-18 22:12:00.062	10m 9s	9m 52s	76.6%	327.7 MB	346.2 MB	2.5 GB	18.6 MB
119	8b/f13f8d	830159	RNA_SEQC (117)	COMPLETED	0	2022-01-18 22:12:02.683	10m 17s	9m 57s	94.9%	339.3 MB	357.1 MB	3.9 GB	20 MB
151	f2/0b01a9	830367	RNA_SEQC (149)	COMPLETED	0	2022-01-18 22:14:34.132	7m 46s	7m 31s	94.9%	416 MB	434 MB	3.4 GB	18.9 MB
166	1a/b39fa9	830482	RNA_SEQC (164)	COMPLETED	0	2022-01-18 22:15:50.185	6m 30s	6m 15s	92.7%	305.9 MB	323.8 MB	2.7 GB	20.1 MB
129	29/a7fa43	830176	RNA_SEQC (127)	COMPLETED	0	2022-01-18 22:12:43.233	9m 56s	9m 48s	94.0%	371.3 MB	389.8 MB	3.4 GB	18.8 MB
138	2d/41e67e	830226	RNA_SEQC (136)	COMPLETED	0	2022-01-18 22:13:27.890	9m 11s	8m 45s	89.7%	597.2 MB	615.6 MB	2.5 GB	20.2 MB
140	68/8bc92d	830235	RNA_SEQC (138)	COMPLETED	0	2022-01-18 22:13:31.854	9m 9s	8m 3s	91.6%	807.3 MB	825.3 MB	2.3 GB	19.4 MB
154	58/f10451	830449	RNA_SEQC (152)	COMPLETED	0	2022-01-18 22:14:57.780	7m 56s	7m 26s	96.3%	404.7 MB	422.6 MB	4.5 GB	19.1 MB
120	b6/246f0e	830160	RNA_SEQC (118)	COMPLETED	0	2022-01-18 22:12:07.607	10m 57s	10m 24s	94.2%	379.7 MB	398.3 MB	3.3 GB	18.5 MB
161	bc/e95a86	830473	RNA_SEQC (159)	COMPLETED	0	2022-01-18 22:15:26.350	7m 58s	6m 51s	88.8%	327.9 MB	345.7 MB	3 GB	19.5 MB
150	b8/4478c9	830361	RNA_SEQC (148)	COMPLETED	0	2022-01-18 22:14:27.667	9m 12s	9m 1s	92.8%	345.6 MB	364.1 MB	3.4 GB	18.9 MB
105	f2/705ecf	830061	RNA_SEQC (103)	COMPLETED	0	2022-01-18 22:10:48.539	13m 6s	12m 50s	94.1%	407.6 MB	425.6 MB	3.4 GB	19.3 MB
114	11/401a22	830155	RNA_SEQC (112)	COMPLETED	0	2022-01-18 22:11:57.685	12m 2s	11m 23s	93.4%	375 MB	393.7 MB	3.4 GB	18.9 MB
28	40/d71834	829859	RNA_SEQC (26)	COMPLETED	0	2022-01-18 22:09:01.938	15m 30s	3m 42s	45.8%	302.7 MB	320.7 MB	1.1 GB	20.6 MB
30	32/0c4da7	829862	RNA_SEQC (28)	COMPLETED	0	2022-01-18 22:09:03.580	15m 31s	3m 58s	65.2%	304.7 MB	322.6 MB	1.9 GB	20.4 MB
93	f5/373a92	829928	RNA_SEQC (91)	COMPLETED	0	2022-01-18 22:09:30.338	15m 32s	14m 28s	93.1%	501.9 MB	520.4 MB	3.8 GB	19.2 MB
121	70/f5d308	830164	RNA_SEQC (119)	COMPLETED	0	2022-01-18 22:12:17.748	13m 10s	12m 59s	94.1%	370.6 MB	388.6 MB	3.8 GB	18.9 MB
167	36/193ea9	830483	RNA_SEQC (165)	COMPLETED	0	2022-01-18 22:15:59.537	11m 18s	11m 6s	94.4%	371.2 MB	389.9 MB	3.6 GB	20 MB
99	e7/c539c6	829935	RNA_SEQC (97)	COMPLETED	0	2022-01-18 22:09:33.281	19m 29s	19m 12s	96.4%	380.9 MB	398.9 MB	2.5 GB	19 MB
84	9b/cafe86	829917	RNA_SEQC (82)	COMPLETED	0	2022-01-18 22:09:25.045	20m 33s	1m 32s	94.3%	310.8 MB	328.8 MB	1 GB	18.2 MB
163	0d/c72622	830474	RNA_SEQC (161)	COMPLETED	0	2022-01-18 22:15:29.913	14m 43s	13m 42s	92.8%	391.6 MB	410.1 MB	5.1 GB	19.7 MB
79	f9/b12655	829914	RNA_SEQC (77)	COMPLETED	0	2022-01-18 22:09:23.530	20m 54s	19m 5s	22.5%	312.4 MB	330.9 MB	1.6 GB	19.2 MB
168	69/27c3c9	830484	RNA_SEQC (166)	COMPLETED	0	2022-01-18 22:16:04.731	14m 28s	14m 21s	95.2%	467.9 MB	486.6 MB	5 GB	19.9 MB
