Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,donor,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,lineage,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Treatment
SRR11007085,RNA-Seq,196,6458758569,PRJNA484735,SAMN09768414,2156324695,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510625,GSM3319774,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319774,primary blood,SRP156452,treatment1
SRR11007086,RNA-Seq,196,12454004683,PRJNA484735,SAMN09768413,4040807806,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510626,GSM3319775,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319775,primary blood,SRP156452,no_treament
SRR11007087,RNA-Seq,191,7637197060,PRJNA484735,SAMN09768412,2410639764,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510627,GSM3319776,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319776,primary blood,SRP156452,treatment1
SRR11007088,RNA-Seq,195,11136986310,PRJNA484735,SAMN09768411,3640784083,Th2_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510628,GSM3319777,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319777,primary blood,SRP156452,no_treament
SRR11007089,RNA-Seq,193,10818337546,PRJNA484735,SAMN09768410,3566874765,Th2_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510629,GSM3319778,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319778,primary blood,SRP156452,treatment1
SRR11007090,RNA-Seq,195,7401447967,PRJNA484735,SAMN09768409,2440639321,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510630,GSM3319779,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319779,primary blood,SRP156452,no_treament
SRR11007091,RNA-Seq,196,7549828661,PRJNA484735,SAMN09768408,2363456882,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510631,GSM3319780,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319780,primary blood,SRP156452,treatment1
SRR11007092,RNA-Seq,193,7814901956,PRJNA484735,SAMN09768405,2426799788,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510632,GSM3319781,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319781,primary blood,SRP156452,no_treament
SRR11007093,RNA-Seq,193,6635964177,PRJNA484735,SAMN09768443,2090031329,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510633,GSM3319782,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319782,primary blood,SRP156452,treatment1
SRR11007094,RNA-Seq,195,7979357322,PRJNA484735,SAMN09768666,2532178301,Myeloid_DCs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510634,GSM3319783,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319783,primary blood,SRP156452,no_treament
SRR11007095,RNA-Seq,195,8288405292,PRJNA484735,SAMN09768665,2696032306,pDCs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4510635,GSM3319784,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319784,primary blood,SRP156452,no_treament
SRR11007096,RNA-Seq,177,9449886935,PRJNA484735,SAMN09768661,3127354412,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510641,GSM3319790,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319790,primary blood,SRP156452,no_treament
SRR11007097,RNA-Seq,178,5109228744,PRJNA484735,SAMN09768660,1651445171,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510642,GSM3319791,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319791,primary blood,SRP156452,treatment1
SRR11007098,RNA-Seq,177,5484769719,PRJNA484735,SAMN09768659,1771589911,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510643,GSM3319792,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319792,primary blood,SRP156452,treatment1
SRR11007099,RNA-Seq,178,10293261671,PRJNA484735,SAMN09768658,3422649503,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510644,GSM3319793,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319793,primary blood,SRP156452,no_treament
SRR11007100,RNA-Seq,177,5662792402,PRJNA484735,SAMN09768657,1835752038,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510645,GSM3319794,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319794,primary blood,SRP156452,treatment1
SRR11007102,RNA-Seq,178,8572868609,PRJNA484735,SAMN09768656,2850878585,Naive_CD8_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510646,GSM3319795,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319795,primary blood,SRP156452,no_treament
SRR11007103,RNA-Seq,179,6396368661,PRJNA484735,SAMN09768655,2049842960,Naive_CD8_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510647,GSM3319796,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319796,primary blood,SRP156452,treatment1
SRR11007104,RNA-Seq,180,8027270177,PRJNA484735,SAMN09768654,2662849183,Gamma_delta_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510648,GSM3319797,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,GD,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319797,primary blood,SRP156452,no_treament
SRR11007105,RNA-Seq,180,7016372821,PRJNA484735,SAMN09768653,2223451861,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510649,GSM3319798,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319798,primary blood,SRP156452,treatment1
SRR11007106,RNA-Seq,181,6850735808,PRJNA484735,SAMN09768652,2410455431,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510650,GSM3319799,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319799,primary blood,SRP156452,no_treament
SRR11007107,RNA-Seq,152,5967554177,PRJNA484735,SAMN09768651,2650656242,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510651,GSM3319800,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-03-24T00:00:00Z,GSM3319800,primary blood,SRP156452,treatment1
SRR11007108,RNA-Seq,181,8482314772,PRJNA484735,SAMN09768650,2800442189,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510652,GSM3319801,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319801,primary blood,SRP156452,no_treament
SRR11007109,RNA-Seq,182,5992951882,PRJNA484735,SAMN09768649,1926709068,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510653,GSM3319802,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319802,primary blood,SRP156452,treatment1
SRR11007110,RNA-Seq,180,5756640434,PRJNA484735,SAMN09768648,1827014072,Memory_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510654,GSM3319803,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319803,primary blood,SRP156452,treatment1
SRR11007111,RNA-Seq,182,8454854900,PRJNA484735,SAMN09768725,2925526728,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510655,GSM3319804,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319804,primary blood,SRP156452,no_treament
SRR11007112,RNA-Seq,179,5274150779,PRJNA484735,SAMN09768724,1696233564,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510656,GSM3319805,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319805,primary blood,SRP156452,treatment1
SRR11007113,RNA-Seq,182,8861521200,PRJNA484735,SAMN09768723,3199197788,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510657,GSM3319806,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319806,primary blood,SRP156452,no_treament
SRR11007114,RNA-Seq,180,5849344411,PRJNA484735,SAMN09768722,1852774479,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510658,GSM3319807,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319807,primary blood,SRP156452,treatment1
SRR11007115,RNA-Seq,177,8517448890,PRJNA484735,SAMN09768721,2816163377,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510659,GSM3319808,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319808,primary blood,SRP156452,no_treament
SRR11007116,RNA-Seq,178,5228464080,PRJNA484735,SAMN09768720,1675254546,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510660,GSM3319809,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319809,primary blood,SRP156452,treatment1
SRR11007117,RNA-Seq,183,4402838913,PRJNA484735,SAMN09768719,1498324532,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510661,GSM3319810,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319810,primary blood,SRP156452,no_treament
SRR11007118,RNA-Seq,179,4457181326,PRJNA484735,SAMN09768718,1427810636,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510662,GSM3319811,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319811,primary blood,SRP156452,treatment1
SRR11007119,RNA-Seq,181,6763740326,PRJNA484735,SAMN09768717,2375484419,Th2_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510663,GSM3319812,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319812,primary blood,SRP156452,no_treament
SRR11007120,RNA-Seq,182,4644609350,PRJNA484735,SAMN09768716,1464389612,Th2_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510664,GSM3319813,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319813,primary blood,SRP156452,treatment1
SRR11007121,RNA-Seq,181,5913471446,PRJNA484735,SAMN09768715,1874520065,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510665,GSM3319814,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319814,primary blood,SRP156452,no_treament
SRR11007122,RNA-Seq,178,6205803476,PRJNA484735,SAMN09768714,2042710577,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510666,GSM3319815,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319815,primary blood,SRP156452,treatment1
SRR11007123,RNA-Seq,179,5516844813,PRJNA484735,SAMN09768713,1826028240,Memory_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510667,GSM3319816,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319816,primary blood,SRP156452,no_treament
SRR11007124,RNA-Seq,177,8192097848,PRJNA484735,SAMN09768712,2713620038,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510668,GSM3319817,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319817,primary blood,SRP156452,no_treament
SRR11007125,RNA-Seq,178,5004881408,PRJNA484735,SAMN09768711,1622336443,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510669,GSM3319818,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319818,primary blood,SRP156452,treatment1
